ETA,VIN,Year,Model,Hold Status,Pre-Sold,Shipping Status,Total MSRP,Exterior Color,Interior Color,Distance,Dealer,Dealer Website,SmartPath,Options
2024-12-04,JTMEB3FV9RD232493,2024,RAV4 Prime XSE,Available,False,At dealer,50512,Supersonic Red/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,1620,Hampton Toyota,https://www.hamptontoyota.com,False,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | Adjusted market value | All-Weather Liner Package: | Body Side Molding | Door Sill Protectors | Mud Guards | PDS - Pre Delivery Services | Special Color | Vehicle Fueling (4 Gal.)
2024-12-04,JTMEB3FVXRD232874,2024,RAV4 Prime XSE,,False,At dealer,51028,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,1632,Randy Wise Toyota,https://www.randywisetoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Special Color | Weather Package
2024-12-05,JTMAB3FV0RD233174,2024,RAV4 Prime SE,DealerHold,False,At dealer,47634,Magnetic Gray Metallic,Black Fabric,1979,Berglund Toyota,https://www.berglundtoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Weather & Moonroof Package
2024-12-05,JTMAB3FV5RD232666,2024,RAV4 Prime SE,Available,False,At dealer,47853,Magnetic Gray Metallic,Black Fabric,1449,Toyota of Lincoln Park,https://www.ToyotaOfLincolnPark.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Frameless Homelink® Mirror[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Quick Charging Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Weather & Moonroof Package
2024-12-05,JTMAB3FV6RD230232,2024,RAV4 Prime SE,Available,False,At dealer,47707,Blueprint,Black Fabric,2105,Toyota World of Newton,https://www.newtontoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Cargo Net - Spider[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Weather & Moonroof Package
2024-12-05,JTMEB3FVXRD231210,2024,RAV4 Prime XSE,,False,At dealer,51322,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,1767,Summit Toyota of Akron,https://www.summittoyotaofakron.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Quick Charging Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2024-12-06,JTMAB3FV0RD234082,2024,RAV4 Prime SE,Available,False,At dealer,47214,Silver Sky Metallic,Black Fabric,2133,Dayton Toyota,https://www.daytontoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Weather & Moonroof Package
2024-12-06,JTMEB3FV2RD233887,2024,RAV4 Prime XSE,DealerHold,False,At dealer,50079,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,2005,Battlefield Toyota,https://www.battlefieldtoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Weather Package
2024-12-06,JTMFB3FV5RD233905,2024,RAV4 Prime XSE,DealerHold,False,At dealer,52649,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black SofTex®&nbsp;[softex],2005,Battlefield Toyota,https://www.battlefieldtoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Premium Package | Special Color | Weather Package
2024-12-07,JTMAB3FV4RD233243,2024,RAV4 Prime SE,Available,False,At dealer,48627,Midnight Black Metallic,Black Fabric,1510,AutoNation Toyota Gulf Freeway,https://www.autonationtoyotagulffreeway.com,True,** -Port Installed (AWD) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Body Side Molding | Connectivity Kit | Dent Protection Package | Door Sill Protectors | Mud Guards | Owner's Portfolio | PDS - with Texas State Inspection | Spider Cargo Net | Vehicle Fueling (4 Gal.) | Vehicle Protection Premium Package: | Weather & Moonroof Package
2024-12-07,JTMEB3FV6RD233360,2024,RAV4 Prime XSE,Available,False,At dealer,50561,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,1524,AutoNation Toyota Corpus Christi,https://www.autonationtoyotacorpuschristi.com,True,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Appearance Package | Body Side Molding | Connectivity Kit | Dent Protection Package | Door Sill Protectors | LLumar Window Tint | Mud Guards | Nitrogen Filled Tire | Owner's Portfolio | PDS - with Texas State Inspection | Vehicle Fueling (4 Gal.) | Vehicle Protection Package
2024-12-07,JTMEB3FV9RD233384,2024,RAV4 Prime XSE,DealerHold,False,At dealer,51279,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,2136,Interstate Toyota,https://www.interstatetoyota.net,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Quick Charging Cable Package[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-12-08,JTMEB3FV4RD233339,2024,RAV4 Prime XSE,Available,False,At dealer,50986,Supersonic Red/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,1681,Toyota of Meridian,https://www.toyotaofmeridian.com,False,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | Body Side Molding | Connectivity Kit | Door Sill Protectors | Mud Guards | Owner's Portfolio | PDS - Pre Delivery Services | Premium Carpet Mat Set: | Special Color | Vehicle Fueling (4 Gal.) | Vehicle Protection Package
2024-12-08,JTMFB3FV9RD232112,2024,RAV4 Prime XSE,DealerHold,False,At dealer,52449,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black SofTex®&nbsp;[softex],1282,Toyota of Dallas,https://www.toyotaofdallas.com,False,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Connectivity Kit | Owner's Portfolio | Premium Package | Vehicle Fueling (4 Gal.) | Weather Package
2024-12-09,JTMAB3FV3RD233623,2024,RAV4 Prime SE,Available,False,At dealer,47578,Ice Cap,Black Fabric,2156,AutoNation Toyota Pinellas Park,https://www.autonationtoyotapinellaspark.com,True,50 State Emissions | 6-Gallons of Gas | Multimedia Screen Protector | SET Digital Portfolio | TOYOGUARD Platinum | Weather & Moonroof Package -
2024-12-09,JTMAB3FVXRD232839,2024,RAV4 Prime SE,Available,False,At dealer,48405,Magnetic Gray Metallic,Black Fabric,1925,Hutchinson Toyota of Albany,https://www.hutchinsontoyota.com,False,50 State Emissions | 6-Gallons of Gas | All Weather Floor Mats with All Weather Cargo Mat | Clear Paint Protection - Door Package | Multimedia Screen Protector | Phone Cable Charge Package | SET Digital Portfolio | TOYOGUARD Platinum | Weather & Moonroof Package -
2024-12-09,JTMEB3FV1RD233265,2024,RAV4 Prime XSE,,False,At dealer,50229,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,975,Gregg Young Toyota of Columbus,https://www.greggyoungtoyotacolumbus.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Mudguards[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2024-12-09,JTMEB3FV3RD233865,2024,RAV4 Prime XSE,Available,False,At dealer,50144,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,1930,Hoselton Toyota,https://www.hoseltontoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2024-12-09,JTMEB3FV4RD233910,2024,RAV4 Prime XSE,,False,At dealer,51425,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,1849,Stone Mountain Toyota,https://www.stonemountaintoyota.com,True,50 State Emissions | 6-Gallons of Gas | Carpet Floor Mats with Carpet Cargo Mat | Clear Paint Protection - Door Package | Heated Rear Seats - Rear Outboard | Multimedia Screen Protector | Phone Cable Charge Package | SET Digital Portfolio | TOYOGUARD Platinum | Weather Package - Heated Leather-Trimmed
2024-12-09,JTMEB3FV5RD233835,2024,RAV4 Prime XSE,,False,At dealer,50144,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,1930,Hoselton Toyota,https://www.hoseltontoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2024-12-10,JTMAB3FV1RD232728,2024,RAV4 Prime SE,Available,False,At dealer,48515,Blueprint,Black Fabric,1389,North Park Toyota of San Antonio,https://www.northparktoyota.com,False,** -Port Installed (AWD) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Body Side Molding | Connectivity Kit | Door Sill Protectors | Mud Guards | Owner's Portfolio | PDS - with Texas State Inspection | Rear Cargo Organizer | Vehicle Fueling (4 Gal.) | Vehicle Protection Package | Weather & Moonroof Package
2024-12-10,JTMAB3FV1RD233328,2024,RAV4 Prime SE,Available,False,At dealer,48807,Supersonic Red [extra_cost_color],Black Fabric,1991,Waite Toyota,https://www.waitetoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Connected Services Trial Offering: 3 addt'l of Drive Connect & 2 addt'l yrs of Remote Connect[installed_msrp] | Door Sill Protectors[installed_msrp] | Frameless Homelink® Mirror[installed_msrp] | Mudguards[installed_msrp] | Quick Charging Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Special Color | Weather & Moonroof Package
2024-12-10,JTMAB3FV5RD234174,2024,RAV4 Prime SE,Available,False,At dealer,48326,Midnight Black Metallic,Black Fabric,2167,Courtesy Toyota,https://www.courtesytoyota.com,False,50 State Emissions | 6-Gallons of Gas | Clear Paint Protection - Door Package | Clear Paint Protection - Full Hood Package | Multimedia Screen Protector | SET Digital Portfolio | TOYOGUARD Platinum | Weather & Moonroof Package -
2024-12-10,JTMAB3FV6RD232871,2024,RAV4 Prime SE,,False,At dealer,48238,Silver Sky Metallic,Black Fabric,2168,Millennium Toyota,https://www.millenniumtoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Frameless Homelink® Mirror[installed_msrp] | Millennium Care Package | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | Weather & Moonroof Package
2024-12-10,JTMAB3FV8RD234363,2024,RAV4 Prime SE,DealerHold,False,At dealer,47274,Midnight Black Metallic,Black Fabric,2094,Team Toyota of Glen Mills,https://www.teamtoyotaglenmills.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Mudguards[installed_msrp] | Weather & Moonroof Package
2024-12-10,JTMEB3FV8RD233683,2024,RAV4 Prime XSE,Available,False,At dealer,49770,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,2101,Keith Pierson Toyota,https://www.keithpiersontoyota.com,False,50 State Emissions | 6-Gallons of Gas | Heated Rear Seats - Rear Outboard | SET Digital Portfolio | Weather Package - Heated Leather-Trimmed
2024-12-11,JTMAB3FVXRD234297,2024,RAV4 Prime SE,Available,False,At dealer,47364,Ice Cap,Black Fabric,1865,Ken Ganley Toyota,https://www.kenganleytoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Weather & Moonroof Package
2024-12-11,JTMEB3FV4RD233728,2024,RAV4 Prime XSE,Available,False,At dealer,50986,Supersonic Red/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,1419,Mark McLarty Toyota,https://www.markmclartytoyota.com,False,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Body Side Molding | Connectivity Kit | Door Sill Protectors | Lemon Law Book | Mud Guards | Owner's Portfolio | PDS - Pre Delivery Services | Special Color | Vehicle Fueling (4 Gal.) | Vehicle Protection Package
2024-12-11,JTMEB3FVXRD234141,2024,RAV4 Prime XSE,Available,False,At dealer,50894,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,2358,Toyota of North Miami,https://www.toyotaofnorthmiami.com,False,50 State Emissions | 6-Gallons of Gas | Heated Rear Seats - Rear Outboard | Premium Paint | SET Digital Portfolio | TOYOGUARD Platinum | Weather Package - Heated Leather-Trimmed
2024-12-12,JTMAB3FV9RD234355,2024,RAV4 Prime SE,Available,False,At dealer,47374,Silver Sky Metallic,Black Fabric,2112,Romeo Toyota of Glens Falls,https://www.romeotoyotaofglensfalls.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | Weather & Moonroof Package
2024-12-12,JTMEB3FV7RD234100,2024,RAV4 Prime XSE,Available,False,At dealer,50302,Blueprint/Midnight Black Metallic Roof,Black Mixed Media,1476,Fred Haas Toyota Country,https://www.fredhaastoyotacountry.com,True,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Connectivity Kit | Door Sill Protectors | Mud Guards | PDS - with Texas State Inspection | Vehicle Fueling (4 Gal.) | Vehicle Protection Package
2024-12-12,JTMEB3FV8RD232601,2024,RAV4 Prime XSE,DealerHold,False,At dealer,50561,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,1376,Red McCombs Toyota,https://www.redmccombstoyota.com,True,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Body Side Molding | Connectivity Kit | Door Sill Protectors | Durability Protection Package | Mud Guards | Owner's Portfolio | PDS - with Texas State Inspection | Vehicle Fueling (4 Gal.) | Vehicle Protection Package | Window Tint
2024-12-12,JTMFB3FV5RD232978,2024,RAV4 Prime XSE,DealerHold,False,At dealer,53584,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black SofTex®&nbsp;[softex],2136,Interstate Toyota,https://www.interstatetoyota.net,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Premium Package | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2024-12-12,JTMFB3FV7RD230181,2024,RAV4 Prime XSE,DealerHold,False,At dealer,53488,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black SofTex®&nbsp;[softex],2105,Toyota World of Newton,https://www.newtontoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Premium Package | Special Color | Weather Package
2024-12-13,JTMAB3FV8RD234444,2024,RAV4 Prime SE,,False,At dealer,47429,Ice Cap,Black Fabric,2122,Holman Toyota,https://www.holmantoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Weather & Moonroof Package
2024-12-13,JTMCB3FV9RD233148,2024,RAV4 Prime SE,Available,False,At dealer,46962,Ice Cap,Black Fabric,1550,Walker Toyota,https://www.walker-toyota.com,True,** -Port Installed (AWD) | ** -Port Installed (PRM) | 50 State Emissions | Body Side Molding | Connectivity Kit | Door Sill Protectors | Mud Guards | Owner's Portfolio | PDS - Pre Delivery Services | Premium Carpet Mat Set: | Spider Cargo Net | Theft Deterrent | Vehicle Fueling (4 Gal.) | Vehicle Protection Premium Package:
2024-12-13,JTMEB3FV1RD234321,2024,RAV4 Prime XSE,Available,False,At dealer,50561,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,1480,Don McGill Toyota of Katy,https://www.toyotaofkaty.com,False,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Body Side Molding | Connectivity Kit | Door Sill Protectors | Mud Guards | Owner's Portfolio | Vehicle Fueling (4 Gal.) | Vehicle Protection Package
2024-12-13,JTMEB3FV4RD233020,2024,RAV4 Prime XSE,Available,False,At dealer,50561,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,1506,Mike Shaw Toyota,https://www.mikeshawtoyota.com,False,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Body Side Molding | Connectivity Kit | Door Sill Protectors | Mud Guards | Owner's Portfolio | PDS - with Texas State Inspection | Vehicle Fueling (4 Gal.) | Vehicle Protection Package
2024-12-14,JTMAB3FV1RD233880,2024,RAV4 Prime SE,DealerHold,True,At dealer,46925,Magnetic Gray Metallic,Black Fabric,569,Victory Toyota,https://www.victorytoyota.com,False,50 State Emissions | Blackout Emblem Overlays[installed_msrp] | Weather & Moonroof Package
2024-12-14,JTMAB3FV3RD232472,2024,RAV4 Prime SE,Available,False,At dealer,48453,Supersonic Red [extra_cost_color],Black Fabric,1150,Post Oak Toyota,https://www.postoaktoyota.com,True,** -Port Installed (AWD) | ** -Port Installed (PRM) | 50 State Emissions | Body Side Molding | Connectivity Kit | Door Sill Protectors | Mud Guards | Owner's Portfolio | PDS - Pre Delivery Services | Premium Carpet Mat Set: | Special Color | Spider Cargo Net | Vehicle Fueling (4 Gal.) | Weather & Moonroof Package
2024-12-14,JTMAB3FV4RD233467,2024,RAV4 Prime SE,DealerHold,False,At dealer,47923,Magnetic Gray Metallic,Black Fabric,383,Fremont Toyota,https://www.fremonttoyotalander.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | Weather & Moonroof Package
2024-12-14,JTMAB3FV7RD234497,2024,RAV4 Prime SE,Available,False,At dealer,48156,Magnetic Gray Metallic,Black Fabric,2180,Gettel Toyota of Bradenton,https://www.getteltoyotaofbradenton.com,True,50 State Emissions | 6-Gallons of Gas | All Weather Floor Mats with All Weather Cargo Mat | Multimedia Screen Protector | Phone Cable Charge Package | SET Digital Portfolio | TOYOGUARD Platinum | Weather & Moonroof Package -
2024-12-14,JTMAB3FV8RD233911,2024,RAV4 Prime SE,DealerHold,True,At dealer,48367,Blueprint,Black Fabric,1415,Toyota of Fox Lake,https://www.toyotaoffoxlake.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Quick Charging Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Weather & Moonroof Package
2024-12-14,JTMEB3FVXRD232681,2024,RAV4 Prime XSE,Available,False,At dealer,51186,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,1494,Sterling McCall Toyota,https://www.sterlingmccalltoyota.com,False,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Body Side Molding | Connectivity Kit | Door Sill Protectors | MARKET ADJUSTMENTS  | Mud Guards | Owner's Portfolio | PDS - with Texas State Inspection | Special Color | Vehicle Fueling (4 Gal.) | Vehicle Protection Premium Package: | iKon Wheel Locks Tint RESISTALL
2024-12-14,JTMEB3FVXRD233720,2024,RAV4 Prime XSE,Available,False,At dealer,50361,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,2181,Gettel Toyota of Lakewood,https://www.getteltoyotaoflakewood.com,True,50 State Emissions | 6-Gallons of Gas | Carpet Floor Mats with Carpet Cargo Mat | Multimedia Screen Protector | Phone Cable Charge Package | SET Digital Portfolio | TOYOGUARD Platinum
2024-12-15,JTMAB3FV1RD234396,2024,RAV4 Prime SE,Available,False,At dealer,49116,Ice Cap,Black Fabric,1446,Chicago Northside Toyota,https://www.chicagotoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Body Side Moldings[installed_msrp] | Cargo Net - Spider[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Frameless Homelink® Mirror[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | Running Boards[installed_msrp] | Weather & Moonroof Package
2024-12-16,JTMAB3FV5RD233641,2024,RAV4 Prime SE,Available,False,At dealer,47738,Blueprint,Black Fabric,1819,Diehl Toyota of Hermitage,https://www.diehltoyotaofhermitage.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Frameless Homelink® Mirror[installed_msrp] | Mudguards[installed_msrp] | Weather & Moonroof Package
2024-12-16,JTMAB3FVXRD233859,2024,RAV4 Prime SE,,False,At dealer,48483,Supersonic Red [extra_cost_color],Black Fabric,1868,Northtown Toyota,https://www.northtowntoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charging Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather & Moonroof Package
2024-12-16,JTMEB3FV0RD233578,2024,RAV4 Prime XSE,Available,False,At dealer,50986,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,1525,Hixson Toyota,https://www.hixsontoyota.com,True,** -Port Installed (AWD) | ** -Port Installed (CN) | ** -Port Installed (PRM) | 50 State Emissions | All-Weather Liner Package: | Body Side Molding | Connectivity Kit | Door Sill Protectors | Mud Guards | PDS - Pre Delivery Services | Special Color | Vehicle Fueling (4 Gal.) | Vehicle Protection Package
2024-12-16,JTMEB3FV2RD233842,2024,RAV4 Prime XSE,DealerHold,False,At dealer,50544,Silver Sky Metallic/Midnight Black Metallic Roof,Black Mixed Media,2321,Down East Toyota,https://www.downeasttoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Mudguards[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-12-17,JTMAB3FV3RD233279,2024,RAV4 Prime SE,,False,At dealer,47453,Magnetic Gray Metallic,Black Fabric,1378,Jay Wolfe Toyota of West County,https://www.toyotaofwestcounty.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Weather & Moonroof Package
2024-12-17,JTMAB3FV3RD234397,2024,RAV4 Prime SE,Available,False,At dealer,47384,Ice Cap,Black Fabric,868,Hatch Toyota Stateline,https://www.hatchtoyotastateline.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Weather & Moonroof Package
2024-12-17,JTMAB3FV5RD233705,2024,RAV4 Prime SE,,False,At dealer,47374,Midnight Black Metallic,Black Fabric,2213,Westbrook Toyota,https://www.westbrooktoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Roof Rack Cross Bars[installed_msrp] | Weather & Moonroof Package
2024-12-17,JTMAB3FVXRD233828,2024,RAV4 Prime SE,,False,At dealer,48233,Silver Sky Metallic,Black Fabric,2191,Sunrise Toyota,https://www.sunrisetoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Frameless Homelink® Mirror[installed_msrp] | Mudguards[installed_msrp] | Quick Charging Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | Weather & Moonroof Package
2024-12-17,JTMEB3FV9RD233031,2024,RAV4 Prime XSE,,False,At dealer,51142,Blueprint/Midnight Black Metallic Roof,Black Mixed Media,2117,Pearson Toyota,https://www.pearsontoyotascion.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2024-12-19,JTMAB3FV3RD234187,2024,RAV4 Prime SE,Available,False,At dealer,47628,Blueprint,Black Fabric,1870,Basil Toyota,https://www.basiltoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Weather & Moonroof Package
2024-12-19,JTMAB3FV4RD232352,2024,RAV4 Prime SE,Available,False,At dealer,47059,Ice Cap,Black Fabric,1164,Quality Toyota of Independence,https://www.quality-toyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Weather & Moonroof Package
2024-12-19,JTMEB3FV7RD234145,2024,RAV4 Prime XSE,Available,False,At dealer,50892,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,2173,New Country Toyota of Westport,https://www.newcountrywestporttoyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2024-12-19,JTMEB3FV9RD234115,2024,RAV4 Prime XSE,Available,False,At dealer,50898,Wind Chill Pearl/Midnight Black Metallic Roof [extra_cost_color],Black Mixed Media,1230,Frank Fletcher Toyota,https://www.fletcher-toyota.com,True,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2024-12-20,JTMEB3FV8RD232100,2024,RAV4 Prime XSE,Available,False,At dealer,50579,Magnetic Gray Metallic/Midnight Black Metallic Roof,Black Mixed Media,691,Amigo Toyota,https://www.amigotoyota.com,False,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Connected Services Trial Offering: 2 addt'l yrs of Drive Connect & Remote Connect[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Weather Package
